Logs,IP Address,Date,Time,Log Type,Anomaly Detected
Jul 29 19:34:34 combo sshd(pam_unix)[28858]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,207.243.167.114,Jul 29,19:34:34,Auth Failure,Yes
Jul 29 19:39:05 combo ftpd[25631]: connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005,,Jul 29,19:39:05,Normal,No
Jul 29 19:50:09 combo ftpd[26482]: getpeername (ftpd): Transport endpoint is not connected,,Jul 29,19:50:09,Normal,No
Jul 29 19:53:30 combo ftpd[24196]: connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:43 2005,,Jul 29,19:53:30,Normal,No
Jul 29 20:00:18 combo ftpd[23786]: connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,,Jul 29,20:00:18,Normal,No
Jul 29 20:05:42 combo ftpd[23934]: connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005,,Jul 29,20:05:42,Normal,No
Jul 29 20:16:13 combo logrotate[-]: ALERT exited abnormally with [1],,Jul 29,20:16:13,Service Issue,Yes
Jul 29 20:21:45 combo sshd(pam_unix)[17140]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,ip-216-69-169-168.ip.secureserver.net,Jul 29,20:21:45,Auth Failure,Yes
Jul 29 20:27:10 combo ftpd[23563]: connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:38 2005,,Jul 29,20:27:10,Normal,No
Jul 29 20:35:03 combo ftpd[23561]: connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:38 2005,,Jul 29,20:35:03,Normal,No
Jul 29 20:45:42 combo ftpd[23569]: connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:38 2005,,Jul 29,20:45:42,Normal,No
