Logs,IP Address,Date,Time,Log Type,Anomaly Detected
Jan 13 19:28:17 combo ftpd[30282]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,,Jan 13,19:28:17,Normal,No
Jan 13 19:34:18 combo logrotate[-]: ALERT exited abnormally with [1],,Jan 13,19:34:18,Service Issue,Yes
Jan 13 19:43:51 combo sshd(pam_unix)[15480]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,csnsu.nsuok.edu,Jan 13,19:43:51,Auth Failure,No
Jan 13 19:57:53 combo su(pam_unix)[13665]: session opened for user cyrus by (uid=0),,Jan 13,19:57:53,Normal,No
Jan 13 20:05:43 combo ftpd[25228]: connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,,Jan 13,20:05:43,Normal,No
Jan 13 20:11:26 combo su(pam_unix)[17037]: session opened for user news by (uid=0),,Jan 13,20:11:26,Normal,No
Jan 13 20:13:48 combo ftpd[29506]: connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,,Jan 13,20:13:48,Normal,No
Jan 13 20:26:22 combo named[2306]: notify question section contains no SOA,,Jan 13,20:26:22,Normal,No
Jan 13 20:27:35 combo named[2306]: notify question section contains no SOA,,Jan 13,20:27:35,Normal,No
Jan 13 20:40:11 combo ftpd[26463]: getpeername (ftpd): Transport endpoint is not connected,,Jan 13,20:40:11,Normal,No
Jan 13 20:40:50 combo ftpd[26466]: getpeername (ftpd): Transport endpoint is not connected,,Jan 13,20:40:50,Normal,No
Jan 13 20:49:27 combo xinetd[26482]: warning: can't get client address: Connection reset by peer,,Jan 13,20:49:27,Normal,No
Jan 13 21:03:12 combo ftpd[31471]: connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,,Jan 13,21:03:12,Normal,No
Jan 13 21:09:30 combo ftpd[16788]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jan 13,21:09:30,Normal,No
Jan 13 21:21:48 combo ftpd[31281]: connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,,Jan 13,21:21:48,Normal,No
Jan 13 21:32:46 combo ftpd[24476]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,,Jan 13,21:32:46,Normal,No
Jan 13 21:43:37 combo ftpd[24480]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,,Jan 13,21:43:37,Normal,No
Jan 13 21:43:53 combo ftpd[5019]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Jan 13,21:43:53,Normal,No
Jan 13 21:50:27 combo sshd(pam_unix)[3399]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,220.117.241.87,Jan 13,21:50:27,Auth Failure,No
Jan 13 22:00:12 combo sshd(pam_unix)[10049]: check pass; user unknown,,Jan 13,22:00:12,Normal,No
Jan 13 22:09:44 combo ftpd[9775]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,,Jan 13,22:09:44,Normal,No
Jan 13 22:15:42 combo ftpd[6582]: connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,,Jan 13,22:15:42,Normal,No
Jan 13 22:24:40 combo ftpd[25232]: connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,,Jan 13,22:24:40,Normal,No
Jan 13 22:37:01 combo ftpd[29725]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,,Jan 13,22:37:01,Normal,No
Jan 13 22:47:45 combo ftpd[15330]: connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005,,Jan 13,22:47:45,Normal,No
Jan 13 22:52:25 combo ftpd[13522]: connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,,Jan 13,22:52:25,Normal,No
Jan 13 22:55:05 combo su(pam_unix)[17283]: session opened for user cyrus by (uid=0),,Jan 13,22:55:05,Normal,No
Jan 13 23:02:13 combo sshd(pam_unix)[28876]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,207.243.167.114,Jan 13,23:02:13,Auth Failure,No
