Logs,IP Address,Date,Time,Log Type,Anomaly Detected
Sep 28 19:34:05 combo klogind[19283]: Kerberos authentication failed,,Sep 28,19:34:05,Normal,No
Sep 28 19:47:25 combo ftpd[24078]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,,Sep 28,19:47:25,Normal,No
Sep 28 20:00:24 combo sshd(pam_unix)[31203]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,adsl-70-242-75-179.dsl.ksc2mo.swbell.net,Sep 28,20:00:24,Auth Failure,No
Sep 28 20:12:05 combo ftpd[25228]: connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,,Sep 28,20:12:05,Normal,No
Sep 28 20:25:51 combo ftpd[13263]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Sep 28,20:25:51,Normal,No
Sep 28 20:28:12 combo sshd(pam_unix)[19085]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,60.30.224.116,Sep 28,20:28:12,Auth Failure,No
Sep 28 20:34:38 combo ftpd[13146]: connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,,Sep 28,20:34:38,Normal,No
Sep 28 20:39:51 combo named[2306]: notify question section contains no SOA,,Sep 28,20:39:51,Normal,No
Sep 28 20:46:48 combo ftpd[24967]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,,Sep 28,20:46:48,Normal,No
Sep 28 20:49:20 combo cups[-]: cupsd shutdown succeeded,,Sep 28,20:49:20,Normal,No
Sep 28 21:04:09 combo sshd(pam_unix)[19434]: session closed for user test,,Sep 28,21:04:09,Normal,No
Sep 28 21:07:35 combo ftpd[2843]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,,Sep 28,21:07:35,Normal,No
Sep 28 21:08:20 combo ftpd[14105]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,,Sep 28,21:08:20,Normal,No
Sep 28 21:10:35 combo sshd(pam_unix)[20968]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test,212.0.132.20,Sep 28,21:10:35,Auth Failure,No
Sep 28 21:14:10 combo syslogd 1.4.1[-]: restart.,,Sep 28,21:14:10,Normal,No
Sep 28 21:22:06 combo ftpd[23579]: connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005,,Sep 28,21:22:06,Normal,No
Sep 28 21:27:04 combo sshd(pam_unix)[23544]: session opened for user test by (uid=509),,Sep 28,21:27:04,Normal,No
Sep 28 21:36:23 combo ftpd[32326]: connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,,Sep 28,21:36:23,Normal,No
Sep 28 21:51:17 combo kernel[-]: Using tsc for high-res timesource,,Sep 28,21:51:17,Normal,No
Sep 28 21:54:01 combo ftpd[24201]: connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:51 2005,,Sep 28,21:54:01,Normal,No
Sep 28 22:00:27 combo ftpd[23562]: connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:38 2005,,Sep 28,22:00:27,Normal,No
Sep 28 22:15:17 combo ftpd[29725]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,,Sep 28,22:15:17,Normal,No
Sep 28 22:20:39 combo sshd(pam_unix)[14279]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=217.60.212.66  user=guest,217.60.212.66,Sep 28,22:20:39,Auth Failure,No
Sep 28 22:31:45 combo sshd(pam_unix)[30655]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Sep 28,22:31:45,Auth Failure,Yes
Sep 28 22:43:02 combo sshd(pam_unix)[12527]: session opened for user test by (uid=509),,Sep 28,22:43:02,Normal,No
Sep 28 22:57:52 combo sshd(pam_unix)[28846]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,207.243.167.114,Sep 28,22:57:52,Auth Failure,No
Sep 28 23:04:23 combo sshd(pam_unix)[11512]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,61.53.154.93,Sep 28,23:04:23,Auth Failure,No
Sep 28 23:10:23 combo sshd(pam_unix)[30560]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Sep 28,23:10:23,Auth Failure,Yes
Sep 28 23:15:05 combo su(pam_unix)[31791]: session opened for user cyrus by (uid=0),,Sep 28,23:15:05,Normal,No
Sep 28 23:28:24 combo sshd(pam_unix)[30615]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Sep 28,23:28:24,Auth Failure,Yes
Sep 28 23:32:04 combo sshd(pam_unix)[30618]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Sep 28,23:32:04,Auth Failure,Yes
Sep 28 23:35:29 combo sshd(pam_unix)[30620]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Sep 28,23:35:29,Auth Failure,Yes
Sep 28 23:48:27 combo sshd(pam_unix)[30622]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Sep 28,23:48:27,Auth Failure,Yes
Sep 29 00:00:29 combo sshd(pam_unix)[30624]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Sep 29,00:00:29,Auth Failure,Yes
Sep 29 00:08:38 combo ftpd[758]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,,Sep 29,00:08:38,Normal,No
Sep 29 00:12:38 combo sshd(pam_unix)[11721]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202-132-40-29.adsl.ttn.net  user=root,202-132-40-29.adsl.ttn.net,Sep 29,00:12:38,Auth Failure,No
Sep 29 00:13:33 combo su(pam_unix)[14692]: session opened for user news by (uid=0),,Sep 29,00:13:33,Normal,No
Sep 29 00:26:56 combo su(pam_unix)[14692]: session closed for user news,,Sep 29,00:26:56,Normal,No
Sep 29 00:32:26 combo sshd(pam_unix)[12525]: session opened for user test by (uid=509),,Sep 29,00:32:26,Normal,No
Sep 29 00:36:58 combo ftpd[24528]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,,Sep 29,00:36:58,Normal,No
Sep 29 00:38:44 combo sshd(pam_unix)[30625]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Sep 29,00:38:44,Auth Failure,Yes
Sep 29 00:44:42 combo ftpd[22654]: connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,,Sep 29,00:44:42,Normal,No
Sep 29 00:52:29 combo logrotate[-]: ALERT exited abnormally with [1],,Sep 29,00:52:29,Service Issue,Yes
Sep 29 01:02:56 combo ftpd[24210]: connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:59 2005,,Sep 29,01:02:56,Normal,No
Sep 29 01:11:03 combo ftpd[23787]: connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,,Sep 29,01:11:03,Normal,No
Sep 29 01:24:29 combo sshd(pam_unix)[30624]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Sep 29,01:24:29,Auth Failure,Yes
Sep 29 01:34:04 combo su(pam_unix)[32608]: session closed for user news,,Sep 29,01:34:04,Normal,No
Sep 29 01:47:48 combo ftpd[30294]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,,Sep 29,01:47:48,Normal,No
Sep 29 01:57:30 combo sshd(pam_unix)[23544]: session opened for user test by (uid=509),,Sep 29,01:57:30,Normal,No
Sep 29 02:05:33 combo ftpd[17684]: connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,,Sep 29,02:05:33,Normal,No
Sep 29 02:11:31 combo ftpd[28692]: connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,,Sep 29,02:11:31,Normal,No
Sep 29 02:17:30 combo sshd(pam_unix)[23416]: check pass; user unknown,,Sep 29,02:17:30,Normal,No
Sep 29 02:29:15 combo sshd(pam_unix)[23416]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,218.188.2.4,Sep 29,02:29:15,Auth Failure,No
Sep 29 02:40:38 combo sshd(pam_unix)[23661]: check pass; user unknown,,Sep 29,02:40:38,Normal,No
Sep 29 02:47:08 combo sshd(pam_unix)[23661]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,061092085098.ctinets.com,Sep 29,02:47:08,Auth Failure,No
Sep 29 02:48:53 combo sshd(pam_unix)[23663]: check pass; user unknown,,Sep 29,02:48:53,Normal,No
Sep 29 03:03:24 combo ftpd[26484]: getpeername (ftpd): Transport endpoint is not connected,,Sep 29,03:03:24,Normal,No
Sep 29 03:10:52 combo ftpd[31985]: connection from 218.38.58.3 () at Wed Jul 27 10:59:53 2005,,Sep 29,03:10:52,Normal,No
Sep 29 03:21:06 combo ftpd[17890]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,,Sep 29,03:21:06,Normal,No
Sep 29 03:23:00 combo su(pam_unix)[13327]: session closed for user news,,Sep 29,03:23:00,Normal,No
Sep 29 03:26:43 combo ftpd[25217]: connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:50 2005,,Sep 29,03:26:43,Normal,No
