Logs,IP Address,Date,Time,Log Type,Anomaly Detected
Sep 1 19:35:03 combo sshd(pam_unix)[20885]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net  user=root,220-135-151-1.hinet-ip.hinet.net,Sep 01,19:35:03,Auth Failure,Yes
Sep 1 19:42:30 combo ftpd[6597]: connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,,Sep 01,19:42:30,Normal,No
Sep 1 19:49:36 combo ftpd[15550]: connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,,Sep 01,19:49:36,Normal,No
"Sep 1 19:55:23 combo kernel[-]: CPU 0 irqstacks, hard=02345000 soft=02344000",,Sep 01,19:55:23,Normal,No
Sep 1 20:09:55 combo sshd(pam_unix)[23781]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,p15105218.pureserver.info,Sep 01,20:09:55,Auth Failure,Yes
Sep 1 20:16:29 combo syslogd 1.4.1[-]: restart.,,Sep 01,20:16:29,Normal,No
Sep 1 20:30:43 combo ftpd[24530]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,,Sep 01,20:30:43,Normal,No
Sep 1 20:37:06 combo su(pam_unix)[32164]: session closed for user news,,Sep 01,20:37:06,Normal,No
Sep 1 20:46:33 combo sshd(pam_unix)[30572]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Sep 01,20:46:33,Auth Failure,Yes
Sep 1 20:48:20 combo ftpd[32065]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,,Sep 01,20:48:20,Normal,No
Sep 1 21:02:08 combo ftpd[5023]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Sep 01,21:02:08,Normal,No
Sep 1 21:14:19 combo logrotate[-]: ALERT exited abnormally with [1],,Sep 01,21:14:19,Service Issue,Yes
Sep 1 21:28:33 combo ftpd[28692]: connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,,Sep 01,21:28:33,Normal,No
Sep 1 21:38:42 combo sshd(pam_unix)[26190]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,218.22.3.51,Sep 01,21:38:42,Auth Failure,Yes
Sep 1 21:51:51 combo sshd(pam_unix)[23664]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,061092085098.ctinets.com,Sep 01,21:51:51,Auth Failure,Yes
Sep 1 21:59:29 combo ftpd[23573]: connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,,Sep 01,21:59:29,Normal,No
Sep 1 22:04:02 combo sshd(pam_unix)[8117]: session closed for user test,,Sep 01,22:04:02,Normal,No
