Logs,IP Address,Date,Time,Log Type,Anomaly Detected
Jun 23 19:38:45 combo ftpd[23570]: connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,,Jun 23,19:38:45,Normal,No
Jun 23 19:41:41 combo kernel[-]: ACPI: Subsystem revision 20040326,,Jun 23,19:41:41,Normal,No
Jun 23 19:50:19 combo sshd(pam_unix)[19431]: session closed for user test,,Jun 23,19:50:19,Normal,No
Jun 23 19:59:06 combo sshd(pam_unix)[30588]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Jun 23,19:59:06,Auth Failure,Yes
Jun 23 20:05:19 combo ftpd[23787]: connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,,Jun 23,20:05:19,Normal,No
Jun 23 20:18:30 combo sshd(pam_unix)[30624]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Jun 23,20:18:30,Auth Failure,Yes
Jun 23 20:25:00 combo sshd(pam_unix)[17140]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,ip-216-69-169-168.ip.secureserver.net,Jun 23,20:25:00,Auth Failure,Yes
Jun 23 20:36:29 combo portmap[-]: portmap startup succeeded,,Jun 23,20:36:29,Normal,No
Jun 23 20:36:32 combo ftpd[31277]: connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,,Jun 23,20:36:32,Normal,No
Jun 23 20:43:37 combo sshd(pam_unix)[19640]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,60.30.224.116,Jun 23,20:43:37,Auth Failure,Yes
Jun 23 20:50:25 combo ftpd[24091]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,,Jun 23,20:50:25,Normal,No
