Logs,IP Address,Date,Time,Log Type,Anomaly Detected
Mar 25 19:36:03 combo sshd(pam_unix)[23533]: session opened for user test by (uid=509),,Mar 25,19:36:03,Normal,No
Mar 25 19:38:08 combo sshd(pam_unix)[12629]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c51471f2c.cable.wanadoo.nl  user=root,c51471f2c.cable.wanadoo.nl,Mar 25,19:38:08,Auth Failure,Yes
Mar 25 19:42:09 combo ftpd[6597]: connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,,Mar 25,19:42:09,Normal,No
Mar 25 19:53:46 combo ftpd[14109]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,,Mar 25,19:53:46,Normal,No
Mar 25 20:06:12 combo sshd(pam_unix)[30650]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Mar 25,20:06:12,Auth Failure,Yes
Mar 25 20:20:08 combo ftpd[23792]: connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,,Mar 25,20:20:08,Normal,No
Mar 25 20:28:37 combo ftpd[14105]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,,Mar 25,20:28:37,Normal,No
Mar 25 20:39:41 combo ftpd[31470]: connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,,Mar 25,20:39:41,Normal,No
Mar 25 20:50:48 combo ftpd[2826]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,,Mar 25,20:50:48,Normal,No
Mar 25 21:00:59 combo su(pam_unix)[19534]: session closed for user cyrus,,Mar 25,21:00:59,Normal,No
Mar 25 21:14:46 combo ftpd[25047]: connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:24 2005,,Mar 25,21:14:46,Normal,No
Mar 25 21:23:22 combo ftpd[24203]: connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:53 2005,,Mar 25,21:23:22,Normal,No
Mar 25 21:31:31 combo su(pam_unix)[32608]: session opened for user news by (uid=0),,Mar 25,21:31:31,Normal,No
Mar 25 21:40:28 combo ftpd[25047]: connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:24 2005,,Mar 25,21:40:28,Normal,No
Mar 25 21:50:53 combo sshd(pam_unix)[18559]: check pass; user unknown,,Mar 25,21:50:53,Normal,No
Mar 25 22:01:42 combo ftpd[17670]: connection from 212.65.68.82 () at Sat Jul 16 08:14:04 2005,,Mar 25,22:01:42,Normal,No
Mar 25 22:10:01 combo ftpd[26472]: connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,,Mar 25,22:10:01,Normal,No
Mar 25 22:21:23 combo sshd(pam_unix)[22106]: session closed for user test,,Mar 25,22:21:23,Normal,No
Mar 25 22:34:12 combo ftpd[16783]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Mar 25,22:34:12,Normal,No
Mar 25 22:44:09 combo ftpd[29719]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,,Mar 25,22:44:09,Normal,No
Mar 25 22:58:21 combo sshd(pam_unix)[30675]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Mar 25,22:58:21,Auth Failure,Yes
Mar 25 23:00:49 combo sshd(pam_unix)[23784]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,p15105218.pureserver.info,Mar 25,23:00:49,Auth Failure,Yes
Mar 25 23:08:12 combo ftpd[29736]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,,Mar 25,23:08:12,Normal,No
Mar 25 23:08:34 combo su(pam_unix)[22644]: session opened for user news by (uid=0),,Mar 25,23:08:34,Normal,No
Mar 25 23:21:36 combo gdm(pam_unix)[2803]: authentication failure; logname= uid=0 euid=0 tty=:0 ruser= rhost=,,Mar 25,23:21:36,Normal,No
Mar 25 23:24:30 combo ftpd[25640]: connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005,,Mar 25,23:24:30,Normal,No
Mar 25 23:34:37 combo ftpd[31284]: connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,,Mar 25,23:34:37,Normal,No
Mar 25 23:44:00 combo su(pam_unix)[8195]: session closed for user cyrus,,Mar 25,23:44:00,Normal,No
Mar 25 23:58:12 combo ftpd[17880]: connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,,Mar 25,23:58:12,Normal,No
Mar 26 00:01:35 combo cups[-]: cupsd shutdown succeeded,,Mar 26,00:01:35,Normal,No
Mar 26 00:04:26 combo ftpd[30289]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,,Mar 26,00:04:26,Normal,No
Mar 26 00:09:58 combo ftpd[26475]: connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,,Mar 26,00:09:58,Normal,No
Mar 26 00:19:19 combo ftpd[24487]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:17 2005,,Mar 26,00:19:19,Normal,No
Mar 26 00:26:19 combo ftpd[23588]: connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005,,Mar 26,00:26:19,Normal,No
Mar 26 00:33:56 combo ftpd[32054]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,,Mar 26,00:33:56,Normal,No
Mar 26 00:36:14 combo sshd(pam_unix)[16159]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,211.9.58.217,Mar 26,00:36:14,Auth Failure,Yes
Mar 26 00:39:56 combo ftpd[26479]: connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,,Mar 26,00:39:56,Normal,No
Mar 26 00:43:29 combo ftpd[8822]: connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,,Mar 26,00:43:29,Normal,No
Mar 26 00:52:52 combo sshd(pam_unix)[17124]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,ip-216-69-169-168.ip.secureserver.net,Mar 26,00:52:52,Auth Failure,Yes
Mar 26 01:03:12 combo sshd(pam_unix)[19636]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,60.30.224.116,Mar 26,01:03:12,Auth Failure,Yes
Mar 26 01:11:43 combo ftpd[23144]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,,Mar 26,01:11:43,Normal,No
Mar 26 01:22:45 combo ftpd[17880]: connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,,Mar 26,01:22:45,Normal,No
Mar 26 01:27:29 combo syslog[-]: syslogd startup succeeded,,Mar 26,01:27:29,Normal,No
Mar 26 01:32:46 combo ftpd[9770]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,,Mar 26,01:32:46,Normal,No
Mar 26 01:33:08 combo su(pam_unix)[26964]: session closed for user cyrus,,Mar 26,01:33:08,Normal,No
Mar 26 01:47:58 combo sshd(pam_unix)[22275]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,195.129.24.210,Mar 26,01:47:58,Auth Failure,Yes
