Logs,IP Address,Date,Time,Log Type,Anomaly Detected
Feb 26 19:38:57 combo sshd(pam_unix)[23784]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,p15105218.pureserver.info,Feb 26,19:38:57,Auth Failure,Yes
Feb 26 19:49:04 combo sshd(pam_unix)[15491]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,csnsu.nsuok.edu,Feb 26,19:49:04,Auth Failure,Yes
Feb 26 20:02:42 combo ftpd[25641]: connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005,,Feb 26,20:02:42,Normal,No
Feb 26 20:13:44 combo ftpd[29733]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,,Feb 26,20:13:44,Normal,No
Feb 26 20:28:36 combo sshd(pam_unix)[30650]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Feb 26,20:28:36,Auth Failure,Yes
Feb 26 20:42:15 combo ftpd[14121]: connection from 221.4.102.93 () at Thu Jul  7 23:09:50 2005,,Feb 26,20:42:15,Normal,No
Feb 26 20:50:57 combo logrotate[-]: ALERT exited abnormally with [1],,Feb 26,20:50:57,Service Issue,Yes
Feb 26 21:01:30 combo ftpd[31285]: connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,,Feb 26,21:01:30,Normal,No
Feb 26 21:04:24 combo sshd(pam_unix)[30685]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Feb 26,21:04:24,Auth Failure,Yes
Feb 26 21:15:33 combo ftpd[9769]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,,Feb 26,21:15:33,Normal,No
Feb 26 21:19:12 combo ftpd[758]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,,Feb 26,21:19:12,Normal,No
Feb 26 21:22:15 combo ftpd[23142]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,,Feb 26,21:22:15,Normal,No
Feb 26 21:34:50 combo su(pam_unix)[10735]: session closed for user cyrus,,Feb 26,21:34:50,Normal,No
Feb 26 21:49:41 combo sshd(pam_unix)[28987]: check pass; user unknown,,Feb 26,21:49:41,Normal,No
Feb 26 21:58:15 combo sshd(pam_unix)[28987]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211-76-104-65.ebix.net.tw,211-76-104-65.ebix.net.tw,Feb 26,21:58:15,Auth Failure,Yes
Feb 26 22:03:08 combo sshd(pam_unix)[28988]: check pass; user unknown,,Feb 26,22:03:08,Normal,No
Feb 26 22:04:28 combo sshd(pam_unix)[28988]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211-76-104-65.ebix.net.tw,211-76-104-65.ebix.net.tw,Feb 26,22:04:28,Auth Failure,Yes
Feb 26 22:14:44 combo sshd(pam_unix)[28991]: check pass; user unknown,,Feb 26,22:14:44,Normal,No
Feb 26 22:14:57 combo sshd(pam_unix)[3312]: check pass; user unknown,,Feb 26,22:14:57,Normal,No
Feb 26 22:22:20 combo ftpd[24477]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,,Feb 26,22:22:20,Normal,No
Feb 26 22:28:59 combo sshd(pam_unix)[12518]: session opened for user test by (uid=509),,Feb 26,22:28:59,Normal,No
Feb 26 22:29:50 combo ftpd[17674]: connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,,Feb 26,22:29:50,Normal,No
Feb 26 22:40:23 combo klogind[19280]: Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,,Feb 26,22:40:23,Normal,No
Feb 26 22:52:52 combo su(pam_unix)[30128]: session opened for user news by (uid=0),,Feb 26,22:52:52,Normal,No
Feb 26 23:01:22 combo sshd(pam_unix)[3394]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,220.117.241.87,Feb 26,23:01:22,Auth Failure,Yes
Feb 26 23:05:56 combo sshd(pam_unix)[20896]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net  user=root,220-135-151-1.hinet-ip.hinet.net,Feb 26,23:05:56,Auth Failure,Yes
Feb 26 23:12:59 combo ftpd[5019]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Feb 26,23:12:59,Normal,No
Feb 26 23:15:55 combo ftpd[23040]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,,Feb 26,23:15:55,Normal,No
Feb 26 23:25:54 combo su(pam_unix)[8269]: session opened for user news by (uid=0),,Feb 26,23:25:54,Normal,No
Feb 26 23:37:14 combo ftpd[24977]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,,Feb 26,23:37:14,Normal,No
Feb 26 23:41:31 combo sshd(pam_unix)[30725]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root,211.214.161.141,Feb 26,23:41:31,Auth Failure,Yes
Feb 26 23:42:54 combo ftpd[23045]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,,Feb 26,23:42:54,Normal,No
Feb 26 23:48:20 combo ftpd[30282]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,,Feb 26,23:48:20,Normal,No
Feb 27 00:03:08 combo kernel[-]: You can enable it with acpi=force,,Feb 27,00:03:08,Normal,No
Feb 27 00:05:38 combo sshd(pam_unix)[20885]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net  user=root,220-135-151-1.hinet-ip.hinet.net,Feb 27,00:05:38,Auth Failure,Yes
Feb 27 00:15:14 combo sshd(pam_unix)[24579]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,zummit.com,Feb 27,00:15:14,Auth Failure,Yes
Feb 27 00:18:09 combo ftpd[23785]: connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,,Feb 27,00:18:09,Normal,No
Feb 27 00:29:15 combo ftpd[31985]: connection from 218.38.58.3 () at Wed Jul 27 10:59:53 2005,,Feb 27,00:29:15,Normal,No
Feb 27 00:38:03 combo syslogd 1.4.1[-]: restart.,,Feb 27,00:38:03,Normal,No
Feb 27 00:51:51 combo sshd(pam_unix)[18547]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,biblioteka.wsi.edu.pl,Feb 27,00:51:51,Auth Failure,Yes
Feb 27 01:02:04 combo syslogd 1.4.1[-]: restart.,,Feb 27,01:02:04,Normal,No
Feb 27 01:14:21 combo ftpd[24084]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,,Feb 27,01:14:21,Normal,No
Feb 27 01:24:49 combo ftpd[13255]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Feb 27,01:24:49,Normal,No
Feb 27 01:38:00 combo ftpd[24071]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,,Feb 27,01:38:00,Normal,No
Feb 27 01:51:39 combo ftpd[26465]: connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,,Feb 27,01:51:39,Normal,No
Feb 27 02:01:58 combo ftpd[29733]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,,Feb 27,02:01:58,Normal,No
Feb 27 02:07:52 combo sshd(pam_unix)[30662]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Feb 27,02:07:52,Auth Failure,Yes
Feb 27 02:19:16 combo sshd(pam_unix)[18969]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,209.152.168.249,Feb 27,02:19:16,Auth Failure,Yes
Feb 27 02:21:17 combo snmpd[2318]: Received SNMP packet(s) from 67.170.148.126,,Feb 27,02:21:17,Normal,No
Feb 27 02:29:29 combo sshd(pam_unix)[4052]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.143.156.89.nw.nuvox.net  user=root,68.143.156.89.nw.nuvox.net,Feb 27,02:29:29,Auth Failure,Yes
Feb 27 02:37:36 combo sshd(pam_unix)[28846]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,207.243.167.114,Feb 27,02:37:36,Auth Failure,Yes
Feb 27 02:38:00 combo sshd(pam_unix)[28848]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,207.243.167.114,Feb 27,02:38:00,Auth Failure,Yes
Feb 27 02:51:02 combo sshd(pam_unix)[28850]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,207.243.167.114,Feb 27,02:51:02,Auth Failure,Yes
Feb 27 02:51:59 combo sshd(pam_unix)[28852]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,207.243.167.114,Feb 27,02:51:59,Auth Failure,Yes
