Logs,IP Address,Date,Time,Log Type,Anomaly Detected
Aug 25 19:32:49 combo ftpd[24957]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,,Aug 25,19:32:49,Normal,No
Aug 25 19:33:43 combo klogind[19281]: Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,,Aug 25,19:33:43,Normal,No
Aug 25 19:38:25 combo ftpd[5023]: connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005,,Aug 25,19:38:25,Normal,No
Aug 25 19:44:29 combo ftpd[28568]: connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,,Aug 25,19:44:29,Normal,No
Aug 25 19:46:20 combo ftpd[2835]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,,Aug 25,19:46:20,Normal,No
Aug 25 19:46:43 combo klogind[19271]: Kerberos authentication failed,,Aug 25,19:46:43,Normal,No
Aug 25 19:53:27 combo syslogd 1.4.1[-]: restart.,,Aug 25,19:53:27,Normal,No
Aug 25 20:02:47 combo sshd(pam_unix)[28980]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211-76-104-65.ebix.net.tw,211-76-104-65.ebix.net.tw,Aug 25,20:02:47,Auth Failure,Yes
Aug 25 20:12:15 combo sshd(pam_unix)[12527]: session closed for user test,,Aug 25,20:12:15,Normal,No
Aug 25 20:20:41 combo sshd(pam_unix)[12527]: session opened for user test by (uid=509),,Aug 25,20:20:41,Normal,No
Aug 25 20:23:33 combo udev[12778]: creating device node '/udev/vcsa2',,Aug 25,20:23:33,Normal,No
Aug 25 20:30:40 combo ftpd[25644]: connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005,,Aug 25,20:30:40,Normal,No
Aug 25 20:36:24 combo sshd(pam_unix)[10049]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,65.166.159.14,Aug 25,20:36:24,Auth Failure,Yes
Aug 25 20:45:08 combo sshd(pam_unix)[24141]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,d211-116-254-214.rev.krline.net,Aug 25,20:45:08,Auth Failure,Yes
Aug 25 20:45:26 combo sshd(pam_unix)[23544]: session closed for user test,,Aug 25,20:45:26,Normal,No
Aug 25 20:55:26 combo ftpd[15542]: connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,,Aug 25,20:55:26,Normal,No
Aug 25 21:00:06 combo ftpd[23787]: connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,,Aug 25,21:00:06,Normal,No
Aug 25 21:01:34 combo su(pam_unix)[17407]: session opened for user cyrus by (uid=0),,Aug 25,21:01:34,Normal,No
Aug 25 21:13:04 combo klogind[19284]: Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,,Aug 25,21:13:04,Normal,No
Aug 25 21:22:47 combo sshd(pam_unix)[28980]: check pass; user unknown,,Aug 25,21:22:47,Normal,No
Aug 25 21:29:01 combo ftpd[24486]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:16 2005,,Aug 25,21:29:01,Normal,No
Aug 25 21:32:51 combo sshd(pam_unix)[30624]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Aug 25,21:32:51,Auth Failure,Yes
Aug 25 21:38:58 combo sshd(pam_unix)[30610]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,Aug 25,21:38:58,Auth Failure,Yes
Aug 25 21:46:14 combo su(pam_unix)[19593]: session closed for user news,,Aug 25,21:46:14,Normal,No
Aug 25 21:51:08 combo ftpd[24072]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,,Aug 25,21:51:08,Normal,No
Aug 25 21:56:09 combo ftpd[9769]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,,Aug 25,21:56:09,Normal,No
