Logs,IP Address,Date,Time,Log Type,Anomaly Detected
Feb 5 19:33:24 combo sshd(pam_unix)[24588]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,zummit.com,Feb 05,19:33:24,Auth Failure,No
Feb 5 19:47:40 combo sshd(pam_unix)[28978]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211-76-104-65.ebix.net.tw,211-76-104-65.ebix.net.tw,Feb 05,19:47:40,Auth Failure,No
Feb 5 19:49:43 combo ftpd[2836]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,,Feb 05,19:49:43,Normal,No
Feb 5 19:59:27 combo sshd(pam_unix)[20885]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net  user=root,220-135-151-1.hinet-ip.hinet.net,Feb 05,19:59:27,Auth Failure,No
Feb 5 20:12:45 combo ftpd[23936]: connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005,,Feb 05,20:12:45,Normal,No
Feb 5 20:27:16 combo klogind[19272]: Kerberos authentication failed,,Feb 05,20:27:16,Normal,No
Feb 5 20:39:38 combo ftpd[15339]: connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005,,Feb 05,20:39:38,Normal,No
Feb 5 20:52:48 combo su(pam_unix)[24683]: session closed for user news,,Feb 05,20:52:48,Normal,No
Feb 5 21:02:35 combo sshd(pam_unix)[10053]: check pass; user unknown,,Feb 05,21:02:35,Normal,No
Feb 5 21:09:21 combo sshd(pam_unix)[10053]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,65.166.159.14,Feb 05,21:09:21,Auth Failure,No
Feb 5 21:20:18 combo su(pam_unix)[12098]: session opened for user cyrus by (uid=0),,Feb 05,21:20:18,Normal,No
Feb 5 21:21:51 combo su(pam_unix)[12098]: session closed for user cyrus,,Feb 05,21:21:51,Normal,No
Feb 5 21:36:04 combo logrotate[-]: ALERT exited abnormally with [1],,Feb 05,21:36:04,Service Issue,Yes
Feb 5 21:47:08 combo kernel[-]: PCI: Probing PCI hardware (bus 00),,Feb 05,21:47:08,Normal,No
Feb 5 21:51:34 combo ftpd[23036]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,,Feb 05,21:51:34,Normal,No
Feb 5 21:55:38 combo named[2306]: notify question section contains no SOA,,Feb 05,21:55:38,Normal,No
Feb 5 22:04:12 combo named[2306]: notify question section contains no SOA,,Feb 05,22:04:12,Normal,No
Feb 5 22:14:01 combo named[2306]: notify question section contains no SOA,,Feb 05,22:14:01,Normal,No
Feb 5 22:25:52 combo named[2306]: notify question section contains no SOA,,Feb 05,22:25:52,Normal,No
Feb 5 22:33:53 combo named[2306]: notify question section contains no SOA,,Feb 05,22:33:53,Normal,No
