Logs,IP Address,Date,Time,Log Type,Anomaly Detected
May 21 19:29:14 combo sshd(pam_unix)[18545]: check pass; user unknown,,May 21,19:29:14,Normal,No
May 21 19:39:03 combo sshd(pam_unix)[30682]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,May 21,19:39:03,Auth Failure,Yes
May 21 19:39:07 combo ftpd[16787]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,May 21,19:39:07,Normal,No
May 21 19:40:18 combo su(pam_unix)[28416]: session opened for user news by (uid=0),,May 21,19:40:18,Normal,No
May 21 19:43:47 combo sshd(pam_unix)[3487]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root,210.76.59.29,May 21,19:43:47,Auth Failure,Yes
May 21 19:57:06 combo ftpd[26470]: connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,,May 21,19:57:06,Normal,No
May 21 20:07:06 combo sshd(pam_unix)[31851]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=82.77.200.128  user=root,82.77.200.128,May 21,20:07:06,Auth Failure,Yes
May 21 20:19:26 combo ftpd[29508]: connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,,May 21,20:19:26,Normal,No
May 21 20:27:14 combo su(pam_unix)[945]: session closed for user cyrus,,May 21,20:27:14,Normal,No
"May 21 20:30:12 combo kernel[-]: CPU: L1 I cache: 16K, L1 D cache: 16K",,May 21,20:30:12,Normal,No
May 21 20:32:22 combo ftpd[2829]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,,May 21,20:32:22,Normal,No
May 21 20:44:52 combo ftpd[24470]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,,May 21,20:44:52,Normal,No
May 21 20:45:11 combo klogind[19272]: Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,,May 21,20:45:11,Normal,No
May 21 20:50:47 combo sshd(pam_unix)[23674]: check pass; user unknown,,May 21,20:50:47,Normal,No
May 21 21:03:47 combo sshd(pam_unix)[23407]: check pass; user unknown,,May 21,21:03:47,Normal,No
May 21 21:04:00 combo ftpd[2828]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,,May 21,21:04:00,Normal,No
May 21 21:11:04 combo sshd(pam_unix)[12639]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c51471f2c.cable.wanadoo.nl  user=root,c51471f2c.cable.wanadoo.nl,May 21,21:11:04,Auth Failure,Yes
May 21 21:11:25 combo su(pam_unix)[17283]: session opened for user cyrus by (uid=0),,May 21,21:11:25,Normal,No
May 21 21:17:34 combo ftpd[26466]: getpeername (ftpd): Transport endpoint is not connected,,May 21,21:17:34,Normal,No
May 21 21:32:23 combo xinetd[26482]: warning: can't get client address: Connection reset by peer,,May 21,21:32:23,Normal,No
May 21 21:32:35 combo ftpd[26482]: getpeername (ftpd): Transport endpoint is not connected,,May 21,21:32:35,Normal,No
May 21 21:33:56 combo xinetd[26484]: warning: can't get client address: Connection reset by peer,,May 21,21:33:56,Normal,No
May 21 21:43:58 combo ftpd[26484]: getpeername (ftpd): Transport endpoint is not connected,,May 21,21:43:58,Normal,No
May 21 21:53:23 combo sshd(pam_unix)[14278]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=217.60.212.66  user=guest,217.60.212.66,May 21,21:53:23,Auth Failure,Yes
May 21 22:03:11 combo sshd(pam_unix)[28882]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,207.243.167.114,May 21,22:03:11,Auth Failure,Yes
May 21 22:06:32 combo su(pam_unix)[10583]: session opened for user news by (uid=0),,May 21,22:06:32,Normal,No
"May 21 22:11:49 combo kernel[-]: HighMem zone: 0 pages, LIFO batch:1",,May 21,22:11:49,Normal,No
May 21 22:12:28 combo sshd(pam_unix)[10047]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,65.166.159.14,May 21,22:12:28,Auth Failure,Yes
May 21 22:17:28 combo sshd(pam_unix)[24588]: check pass; user unknown,,May 21,22:17:28,Normal,No
May 21 22:20:30 combo ftpd[31476]: connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,,May 21,22:20:30,Normal,No
May 21 22:28:17 combo ftpd[6597]: connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,,May 21,22:28:17,Normal,No
May 21 22:34:48 combo su(pam_unix)[10583]: session closed for user news,,May 21,22:34:48,Normal,No
May 21 22:41:52 combo ftpd[29725]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,,May 21,22:41:52,Normal,No
May 21 22:45:42 combo sshd(pam_unix)[12681]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,62-192-102-94.dsl.easynet.nl,May 21,22:45:42,Auth Failure,Yes
May 21 22:46:20 combo ftpd[9774]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,,May 21,22:46:20,Normal,No
May 21 22:53:52 combo ftpd[15560]: connection from 208.62.55.75 () at Wed Jun 29 10:48:17 2005,,May 21,22:53:52,Normal,No
May 21 23:08:24 combo ftpd[23152]: connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,,May 21,23:08:24,Normal,No
May 21 23:08:32 combo ftpd[2835]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,,May 21,23:08:32,Normal,No
May 21 23:22:52 combo ftpd[2828]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,,May 21,23:22:52,Normal,No
May 21 23:23:32 combo ftpd[2832]: connection from 63.197.98.106 (adsl-63-197-98-106.dsl.mtry01.pacbell.net) at Mon Jul  4 12:52:44 2005,,May 21,23:23:32,Normal,No
May 21 23:36:18 combo su(pam_unix)[17778]: session closed for user news,,May 21,23:36:18,Normal,No
May 21 23:47:52 combo ftpd[12285]: connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,,May 21,23:47:52,Normal,No
May 21 23:56:19 combo ftpd[24091]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,,May 21,23:56:19,Normal,No
May 22 00:03:44 combo kernel[-]: PCI: Probing PCI hardware,,May 22,00:03:44,Normal,No
May 22 00:05:47 combo sshd(pam_unix)[19099]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,60.30.224.116,May 22,00:05:47,Auth Failure,Yes
May 22 00:13:00 combo ftpd[16781]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,May 22,00:13:00,Normal,No
May 22 00:26:39 combo sshd(pam_unix)[24141]: check pass; user unknown,,May 22,00:26:39,Normal,No
May 22 00:31:00 combo ftpd[30284]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,,May 22,00:31:00,Normal,No
May 22 00:36:30 combo sshd(pam_unix)[17135]: check pass; user unknown,,May 22,00:36:30,Normal,No
May 22 00:39:16 combo sshd(pam_unix)[19203]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,195.129.24.210,May 22,00:39:16,Auth Failure,Yes
May 22 00:53:10 combo sshd(pam_unix)[14278]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=217.60.212.66  user=guest,217.60.212.66,May 22,00:53:10,Auth Failure,Yes
May 22 00:56:31 combo sshd(pam_unix)[19085]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,60.30.224.116,May 22,00:56:31,Auth Failure,Yes
May 22 01:08:08 combo ftpd[31472]: connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,,May 22,01:08:08,Normal,No
May 22 01:19:02 combo ftpd[25643]: connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005,,May 22,01:19:02,Normal,No
May 22 01:33:06 combo sshd(pam_unix)[14278]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=217.60.212.66  user=guest,217.60.212.66,May 22,01:33:06,Auth Failure,Yes
May 22 01:43:50 combo ftpd[14103]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,,May 22,01:43:50,Normal,No
May 22 01:58:10 combo ftpd[24534]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,,May 22,01:58:10,Normal,No
May 22 02:05:21 combo ftpd[15338]: connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005,,May 22,02:05:21,Normal,No
May 22 02:19:18 combo ftpd[13257]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,May 22,02:19:18,Normal,No
May 22 02:20:50 combo logrotate[-]: ALERT exited abnormally with [1],,May 22,02:20:50,Service Issue,Yes
May 22 02:29:05 combo named[2306]: notify question section contains no SOA,,May 22,02:29:05,Normal,No
May 22 02:41:32 combo su(pam_unix)[17407]: session closed for user cyrus,,May 22,02:41:32,Normal,No
May 22 02:47:09 combo ftpd[24479]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,,May 22,02:47:09,Normal,No
May 22 02:58:32 combo ftpd[24484]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:16 2005,,May 22,02:58:32,Normal,No
May 22 03:11:24 combo ftpd[9769]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,,May 22,03:11:24,Normal,No
May 22 03:11:42 combo sshd(pam_unix)[30574]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,150.183.249.110,May 22,03:11:42,Auth Failure,Yes
May 22 03:12:50 combo ftpd[24961]: connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,,May 22,03:12:50,Normal,No
May 22 03:21:16 combo ftpd[13257]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,May 22,03:21:16,Normal,No
May 22 03:29:40 combo ftpd[25644]: connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005,,May 22,03:29:40,Normal,No
May 22 03:39:28 combo sshd(pam_unix)[23781]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,p15105218.pureserver.info,May 22,03:39:28,Auth Failure,Yes
May 22 03:52:05 combo ftpd[768]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,,May 22,03:52:05,Normal,No
May 22 04:00:32 combo klogind[19278]: Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,,May 22,04:00:32,Normal,No
May 22 04:10:08 combo klogind[19278]: Kerberos authentication failed,,May 22,04:10:08,Normal,No
May 22 04:16:27 combo klogind[19273]: Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,,May 22,04:16:27,Normal,No
May 22 04:17:41 combo ftpd[31464]: connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,,May 22,04:17:41,Normal,No
