Logs,IP Address,Date,Time,Log Type,Anomaly Detected
Jan 5 19:37:54 combo ftpd[25236]: connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005,,Jan 05,19:37:54,Normal,No
Jan 5 19:40:11 combo ftpd[31286]: connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,,Jan 05,19:40:11,Normal,No
Jan 5 19:43:21 combo syslogd 1.4.1[-]: restart.,,Jan 05,19:43:21,Normal,No
Jan 5 19:49:04 combo sshd(pam_unix)[31206]: check pass; user unknown,,Jan 05,19:49:04,Normal,No
Jan 5 19:49:29 combo ftpd[23565]: connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,,Jan 05,19:49:29,Normal,No
Jan 5 19:50:56 combo ftpd[14111]: connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,,Jan 05,19:50:56,Normal,No
Jan 5 19:56:23 combo ftpd[25643]: connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005,,Jan 05,19:56:23,Normal,No
Jan 5 19:59:27 combo gpm[2094]: *** info [mice.c(1766)]:,,Jan 05,19:59:27,Normal,No
Jan 5 20:02:51 combo ftpd[13264]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Jan 05,20:02:51,Normal,No
Jan 5 20:06:48 combo ftpd[9776]: connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,,Jan 05,20:06:48,Normal,No
Jan 5 20:21:17 combo sshd(pam_unix)[6558]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.229.150.228,210.229.150.228,Jan 05,20:21:17,Auth Failure,No
Jan 5 20:30:55 combo su(pam_unix)[28514]: session closed for user news,,Jan 05,20:30:55,Normal,No
Jan 5 20:31:52 combo ftpd[24373]: connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:03:00 2005,,Jan 05,20:31:52,Normal,No
Jan 5 20:35:44 combo ftpd[16780]: connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,,Jan 05,20:35:44,Normal,No
Jan 5 20:41:18 combo ftpd[31463]: connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,,Jan 05,20:41:18,Normal,No
Jan 5 20:43:25 combo ftpd[21943]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,,Jan 05,20:43:25,Normal,No
Jan 5 20:44:36 combo ftpd[28689]: connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,,Jan 05,20:44:36,Normal,No
